Variety,Subgroup,Family,ISO639,Glottolog_id,AIATSISCode,StdLangID,StdLanguageName,OriginalForm,PhonemicisedIPA,Std_Gloss,Author,OriginalGloss,OriginalPofSpeech,Latitude,Longitude,Reconstruction_Form,Reconstruction_Level,Reconstruction_Gloss,Reconstruction_Notes
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,nyayl,ɲajl,speak,,speak,V,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,nyurrka,ɲurka,swim,,swim,Vi,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,nyani-,ɲani,think,,think,V,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,mutanyi,mutaɲi,this,,this,D,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,buladji koynmayt,bulaɟi kojnmajt,three,,three,Num,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,kurt-,kuʈ,three,,three,Num,-37.68777565,144.1013148,*kurrpara,N/A,three,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,bulayt guimatj,bulajt guimac,three,,three,Num,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,bulayt ba mayt,bulajt ba majt,three,,three,Num,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,kulik,kulik,three,,three,Num,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,yirram-dju,jiram-ɟu,tomorrow,,tomorrow,Adv,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,kurr,kur,tree,,tree,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,burn wam,buɳ wam,tree,,tree,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,bulatj,bulac,two,,two,Num,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,lanapun,lanapun,wife,,wife,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,gurrk,gurk,wife,,wife,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,winmaling,winmaliŋ,wind,,wind,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,munmut,munmut,wind,,wind,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,maya,maja,wind,,wind,N,-37.68777565,144.1013148,*maya,N/A,wind,dodgy
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,djerrin?,ɟerin,ankle,,ankle,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,karram,karam,armpit,,armpit,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,wulurn,wuluɳ,back,,back,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,kurrk,kurk,blood,,blood,N,-37.68777565,144.1013148,*kurrVkV?,Victorian,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,durrap,durap,body,,body,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,nyil,ɲil,bone,,bone,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,yolo(rr)g,jolo(r)g,intestines,,bowels,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,baab,baːb,breast,,breast,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,babab-i bulgina,babab-i bulgina,calf,,calf,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,wang,waŋ,cheek,,cheek,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,ngarnda,ŋaɳda,chin,,chin,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,wirrng,wirŋ,ear,,ear,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,baluth,balut̪,elbow,,elbow,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,mirr,mir,eye,,eye,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,narramana,naramana,eyebrow,,eyebrow,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,gerrin?,gerin,ankle,,ankle,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,barn,baɳ,ankle,,ankle,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,karrap,karap,armpit,,armpit,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,wirrip,wirip,back,,back,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,beng,beŋ,body,,body,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,nyayl,ɲajl,bone,,bone,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,werro,wero,intestines,,bowels,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,djurrung-djurrung,ɟuruŋ-ɟuruŋ,intestines,,bowels,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,tjurram,curam,breast,,breast,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,ko mirr,ko mir,eyebrow,,eyebrow,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,wart-i mirr,waʈ-i mir,eyebrow,,eyebrow,N,-37.68777565,144.1013148,,,,
Wathawurrung,Kulin,Pama-Nyungan,wth,wath1238,S29,177,Wathawurrung,ta(r)no mirr,ta(ɹ)no mir,eyebrow,,eyebrow,N,-37.68777565,144.1013148,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kan-kan-parnu,kan-kan-paɳu,ankle,"Blake, Barry",ankle,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,taku,panu,back,"Blake, Barry",back,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kanda,kanda,vegetable food,"Blake, Barry",vegetable food,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,tirtpa,tiʈpa,hungry,"Blake, Barry",hungry,Adj,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ngathu,ŋat̪u,1sg,"Blake, Barry",I,Pro,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,pulat,pulat,leaf,"Blake, Barry",leaf,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,puwuth,puwut̪,liver,"Blake, Barry",liver,N,-37.69298794,141.3156382,*pu:tya?,VIC,liver,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,purtpuwi,puʈpuwi,moon,"Blake, Barry",moon,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,nuri,nuɹi,name,"Blake, Barry",name,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,win.ga,winga,north,"Blake, Barry",north,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kirtu,kiʈu,"now, today","Blake, Barry",today,Adv,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wandhu,wand̪u,one,"Blake, Barry",one,Num,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,n[h]a,n[h]a,see,"Blake, Barry",see,V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,mu[r]ta,mu[ɹ]ta,short,"Blake, Barry",short,Adj,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ingga,iŋga,sit,"Blake, Barry",sit,V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ngumbing,ŋumbiŋ,sky,"Blake, Barry",sky,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,muruki,muɹuki,small,"Blake, Barry",small,Adj,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,puwinpiya,puwinpija,smoke,"Blake, Barry",smoke,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kur(w)ang,kuɹ(w)aŋ,snake,"Blake, Barry",snake,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wipa,wipa,south,"Blake, Barry",south,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,la-,la,speak,"Blake, Barry",speak,V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wirn,wiɳ,spear,"Blake, Barry",spear,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,thukun,t̪ukun,saliva,"Blake, Barry",spit,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,pundjil,punɟil,star,"Blake, Barry",star,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,mari,maɹi,stone,"Blake, Barry",stone,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,thirang,t̪iɹaŋ,sun,"Blake, Barry",sun,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wira,wiɹa,tail,"Blake, Barry",tail,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,para,paɹa,this,"Blake, Barry",this,D,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ta,ta,tree,"Blake, Barry",tree,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,pulayt,pulajt,two,"Blake, Barry",two,Num,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,pari,paɹi,water,"Blake, Barry",water,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wangaru,waŋaɹu,west,"Blake, Barry",west,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,n[h]an,n[h]an,what?,"Blake, Barry",what?,Pro,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,n[h]a,n[h]a,where?,"Blake, Barry",where?,Adv,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,nganu(ng),ŋanu(ŋ),who,"Blake, Barry",who?,Pro,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,niritja,niɹica,wind,"Blake, Barry",wind,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,parlar-parlar,paɭaɹ-paɭaɹ,woman,"Blake, Barry",woman,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,mana,mana,take something,"Blake, Barry",take,Vt,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,yanda,janda,throw,"Blake, Barry",throw,V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,pungga (thir),puŋga (t̪iɹ),spear,"Blake, Barry",spear!,V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wiya,wija,laugh,"Blake, Barry",laugh,V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,tiyapa,tijapa,tomorrow,"Blake, Barry",tomorrow,Adv,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,puwatj-ba-wandhu,puwac-ba-wand̪u,three,"Blake, Barry",three,Num,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ming.ru,miŋɹu,"near, close by","Blake, Barry",near,Adv,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,nhuwang,n̪uwaŋ,3sg,"Blake, Barry",he,Pro,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,puwamba,puwamba,shield,"Blake, Barry",shield,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kuramu,kuɹamu,Possum,"Blake, Barry",possum,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kart pirap,kaʈ piɹap,pelican,"Blake, Barry",pelican,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kitju,kicu,mosquito,"Blake, Barry",mosquito,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,marlang,maɭaŋ,sand,"Blake, Barry",sand,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kana,kana,digging stick,"Blake, Barry",yamstick,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,luma,luma,sleep,"Blake, Barry",sleep,Vi,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kura,kuɹa,kangaroo,"Blake, Barry",kangaroo,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,mama,mama,stingray,"Blake, Barry",stingray,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,warkali,waɹkali,older brother,"Blake, Barry",brother (elder),N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,tuwati,tuwati,younger brother,"Blake, Barry",brother (younger),N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,tjati,cati,older sister,"Blake, Barry",sister (older),N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,nyiriyar,ɲiɹijaɹ,younger sister,"Blake, Barry",sister (younger),N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,mam,mam,father,"Blake, Barry",father,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kro,kɹo,mother's mother,"Blake, Barry",mother’s mother,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kurapi,kuɹapi,mother's father,"Blake, Barry",mother’s father,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kro,kɹo,father's mother,"Blake, Barry",father’s mother,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kuruki,kuɹuki,father's father,"Blake, Barry",father’s father,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ngami,ŋami,mother's brother,"Blake, Barry",mother’s brother,N,-37.69298794,141.3156382,*ŋami+,N/A,mothers brother,Nuwandik etc is probably a later shift since the earlier meaning seems to be 'breast'.
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,yawuri,jawuɹi,father's sister,"Blake, Barry",father’s sister,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kupung(ki),kupuŋ(ki),son,"Blake, Barry",son,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,putama,putama,know,"Blake, Barry",know (something),V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,marukilu,maɹukilu,mouse,"Blake, Barry",mouse,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ngaying,ŋajiŋ,no,"Blake, Barry",no,excl,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,mul,mul,night,"Blake, Barry",night,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,puya,puja,pregnant,"Blake, Barry",pregnant,Adj,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,turayn,tuɹajn,rainbow,"Blake, Barry",rainbow,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wirtjir,wiʈjiɹ,wing,"Blake, Barry",wing,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,yunani,junani,swim,"Blake, Barry",swim,Vi,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,pudamuna ngunda,pudamuna ŋunda,think,"Blake, Barry",think,V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wiyatu iyar,wijatu ijaɹ,old woman,"Blake, Barry",old woman,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kuri,kuɹi,kangaroo,"Blake, Barry",kangaroo,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,primpara,pɹimpaɹa,kangaroo,"Blake, Barry",kangaroo,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,lu,lu,liver,"Blake, Barry",liver,N,-37.69298794,141.3156382,*kalu,N/A,liver,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ngarak,ŋaɹak,moon,"Blake, Barry",moon,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,t[h]un.ngum,t[h]unŋum,moon,"Blake, Barry",moon,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,thun.ngam,t̪unŋam,moon,"Blake, Barry",moon,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kipa,kipa,mosquito,"Blake, Barry",mosquito,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,mur,muɹ,night,"Blake, Barry",night,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,mangginya,maŋgiɲa,night,"Blake, Barry",night,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ngin,ŋin,no,"Blake, Barry",no,excl,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ngayn,ŋajn,no,"Blake, Barry",no,excl,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wi,wi,no,"Blake, Barry",no,excl,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wip,wip,no,"Blake, Barry",no,excl,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,winana,winana,no,"Blake, Barry",no,excl,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wrambu,wɹambu,old woman,"Blake, Barry",old woman,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,parangal,paɹaŋal,pelican,"Blake, Barry",pelican,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,ngawiya,ŋawija,see,"Blake, Barry",see,V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,pruwal,pɹuwal,shield,"Blake, Barry",shield,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,malka,malka,shield,"Blake, Barry",shield,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,nyiwi,ɲiwi,sit,"Blake, Barry",sit,V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,nyi,ɲi,sit,"Blake, Barry",sit,V,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wi,wi,sleep,"Blake, Barry",sleep,Vi,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,witj,wic,sleep,"Blake, Barry",sleep,Vi,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,wilitj(a),wilic(a),sleep,"Blake, Barry",sleep,Vi,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,win-muli-mula,win-muli-mula,small,"Blake, Barry",small,Adj,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,tunun,tunun,smoke,"Blake, Barry",smoke,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,puloyn,pulojn,smoke,"Blake, Barry",smoke,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,trop,tɹop,snake,"Blake, Barry",snake,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,tingata,tiŋata,saliva,"Blake, Barry",spit,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,karantha(k),kaɹant̪a(k),star,"Blake, Barry",star,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,thaman-thaman,t̪aman-t̪aman,star,"Blake, Barry",star,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,kut[h]ap,kut[h]ap,stone,"Blake, Barry",stone,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,karu,kaɹu,sun,"Blake, Barry",sun,N,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,yanggaya,jaŋgaja,swim,"Blake, Barry",swim,Vi,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,marakiya,maɹakija,this,"Blake, Barry",this,D,-37.69298794,141.3156382,,,,
Bunganditj,Kulin,Pama-Nyungan,xbg,bung1264,S13,1148,Buwandik,nu,nu,this,"Blake, Barry",this,D,-37.69298794,141.3156382,,,,
